"statementText","ProlificID","click_rating","share_rating","agreement_rating","Educational.Level","DemRep_C_num","Ideology_econ_num","Ideology_soc_num","ideology","income_num","gender","Household","AttentionCheck2","top25pre","bottom25pre","lower25pre","upper25pre","top25post","bottom25post","lower25post","upper25post","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","item_nr","condition"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","63c5c3192e709e19fc67d5dd",2,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,76,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","63c5c3192e709e19fc67d5dd",2,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,31,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","63c5c3192e709e19fc67d5dd",3,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,21,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","63c5c3192e709e19fc67d5dd",1,1,1,"Associate degree in college (2-year)",-1,0,-1,-0.5,1,"Male",1,"Not at all interested,Extremely interested",80,1,9,10,67,7,11,15,5,4,2,5,4,2,34,"flipped"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","64a20e18b0f91aac5ea9a538",3,2,5,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,15,"original"
"Can Low Interest Rates Drive Inequality?","64a20e18b0f91aac5ea9a538",1,2,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,26,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","64a20e18b0f91aac5ea9a538",4,5,7,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,92,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,36,"original"
"How can we understand wealth inequality across countries?","64a20e18b0f91aac5ea9a538",2,1,2,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,3,"original"
"The Paradox Of Progress For Black Americans","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,34,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,1,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,95,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,50,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","64a20e18b0f91aac5ea9a538",4,5,4,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,76,"original"
"Is the US Really the Most Unequal Major Country?","64a20e18b0f91aac5ea9a538",4,5,4,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,23,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,44,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,70,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","64a20e18b0f91aac5ea9a538",2,1,2,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,103,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","64a20e18b0f91aac5ea9a538",4,4,3,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,16,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","64a20e18b0f91aac5ea9a538",6,7,5,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,2,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","64a20e18b0f91aac5ea9a538",1,1,1,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,31,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","64a20e18b0f91aac5ea9a538",4,4,4,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,5,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","64a20e18b0f91aac5ea9a538",4,3,3,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,65,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","64a20e18b0f91aac5ea9a538",1,1,2,"Some college but no degree",3,2,2,2,2,"Female",3,"Not at all interested,Extremely interested",46,8,16,30,43,8,19,30,7,4,6,5,4,7,21,"flipped"
"Voter turnout in metro Atlanta differs by region, race and income","6661bf4587f6b99850d9328b",3,3,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,70,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,2,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,1,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","6661bf4587f6b99850d9328b",7,7,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,92,"original"
"2024: A Defining Election For Black Rights And Economic Equality","6661bf4587f6b99850d9328b",3,2,4,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,31,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,65,"original"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","6661bf4587f6b99850d9328b",6,6,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,15,"original"
"How can we understand wealth inequality across countries?","6661bf4587f6b99850d9328b",7,5,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,3,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","6661bf4587f6b99850d9328b",2,1,3,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,44,"original"
"Bernie Sanders 2020: Is US inequality the highest?","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,23,"original"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","6661bf4587f6b99850d9328b",5,2,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,103,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","6661bf4587f6b99850d9328b",6,4,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,16,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","6661bf4587f6b99850d9328b",2,2,2,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,95,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","6661bf4587f6b99850d9328b",6,5,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,34,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","6661bf4587f6b99850d9328b",6,6,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,21,"flipped"
"Gap in Life Expectancy Between Black and White Americans Remains Wide","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,50,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","6661bf4587f6b99850d9328b",6,5,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,26,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","6661bf4587f6b99850d9328b",7,6,7,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,5,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","6661bf4587f6b99850d9328b",6,5,6,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,36,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","6661bf4587f6b99850d9328b",1,1,1,"Master's degree",1,0,1,0.5,1,"Female",4,"Not at all interested,Extremely interested",90,0,2,8,85,0,5,10,7,6,5,7,6,5,76,"flipped"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,65,"original"
"Can Low Interest Rates Drive Inequality?","67e2b41b80ccc5994866215d",6,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,26,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,16,"original"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,15,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","67e2b41b80ccc5994866215d",7,6,7,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,50,"original"
"Bernie Sanders 2020: Is US inequality the highest?","67e2b41b80ccc5994866215d",6,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,23,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,21,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","67e2b41b80ccc5994866215d",6,6,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,2,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","67e2b41b80ccc5994866215d",6,6,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,1,"original"
"How can we understand wealth inequality across countries?","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,3,"original"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","67e2b41b80ccc5994866215d",6,6,7,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,92,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","67e2b41b80ccc5994866215d",5,4,3,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,36,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","67e2b41b80ccc5994866215d",5,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,95,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","67e2b41b80ccc5994866215d",6,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,103,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","67e2b41b80ccc5994866215d",6,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,70,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,76,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","67e2b41b80ccc5994866215d",6,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,5,"flipped"
"Gym Prices Leave Would-Be Climbers Grasping for an Affordable Hold","67e2b41b80ccc5994866215d",5,4,5,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,44,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","67e2b41b80ccc5994866215d",6,6,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,34,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","67e2b41b80ccc5994866215d",6,5,6,"Master's degree",1,1,1,1,2,"Female",2,"Not at all interested,Extremely interested",85,1,4,10,85,1,4,10,6,7,7,6,7,7,31,"flipped"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","67f559757a1c5599db5b807a",2,3,1,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,44,"original"
"2024: A Defining Election For Black Rights And Economic Equality","67f559757a1c5599db5b807a",5,6,6,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,31,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","67f559757a1c5599db5b807a",6,7,5,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,36,"original"
"Global Wealth Report 2024","67f559757a1c5599db5b807a",6,7,6,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,5,"original"
"Can Low Interest Rates Drive Inequality?","67f559757a1c5599db5b807a",3,4,3,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,26,"original"
"Jamie Dimon on how economic inequality fueled political polarization and what can be done","67f559757a1c5599db5b807a",4,5,5,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,95,"original"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","67f559757a1c5599db5b807a",6,7,5,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,1,"original"
"Voter turnout in metro Atlanta differs by region, race and income","67f559757a1c5599db5b807a",1,2,3,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,70,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","67f559757a1c5599db5b807a",3,5,2,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,103,"original"
"How can we understand wealth inequality across countries?","67f559757a1c5599db5b807a",5,6,6,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,3,"original"
"Debate Over Trickle-Down Economics Fueled by New Research","67f559757a1c5599db5b807a",5,6,3,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,65,"flipped"
"Is the US Really the Most Unequal Major Country?","67f559757a1c5599db5b807a",1,1,1,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,23,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","67f559757a1c5599db5b807a",6,7,4,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,92,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","67f559757a1c5599db5b807a",5,4,3,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,34,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","67f559757a1c5599db5b807a",5,6,3,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,2,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","67f559757a1c5599db5b807a",3,5,4,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,16,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","67f559757a1c5599db5b807a",3,5,5,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,76,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","67f559757a1c5599db5b807a",3,6,5,"Master's degree",-3,1,-1,0,5,"Male",4,"Not at all interested,Extremely interested",40,10,20,30,40,10,20,30,6,1,3,6,1,3,21,"flipped"
